No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
7657,2014,1,14,0,59.0,56.0,5.0,66.0,1500.0,8.0,-6.4,1023.8,-19.1,0.0,WNW,0.3,Changping
7658,2014,1,14,1,69.0,91.0,5.0,71.0,1800.0,7.0,-6.9,1024.2,-19.2,0.0,NNW,1.4,Changping
7659,2014,1,14,2,67.0,74.0,5.0,64.0,1900.0,12.0,-6.3,1024.5,-20.0,0.0,NNW,1.2,Changping
7660,2014,1,14,3,39.0,29.0,25.0,56.0,1700.0,15.0,-5.3,1024.5,-20.6,0.0,NNW,1.7,Changping
7661,2014,1,14,4,22.0,16.0,29.0,49.0,1100.0,20.0,-4.1,1024.7,-20.8,0.0,N,1.2,Changping
7662,2014,1,14,5,22.0,22.0,5.0,40.0,1000.0,26.0,-3.8,1024.8,-21.0,0.0,NNE,1.7,Changping
7663,2014,1,14,6,23.0,22.0,5.0,48.0,1100.0,17.0,-4.1,1024.8,-21.3,0.0,NE,2.2,Changping
7664,2014,1,14,7,23.0,24.0,5.0,42.0,1100.0,21.0,-5.5,1025.6,-20.0,0.0,SSW,1.2,Changping
7665,2014,1,14,8,27.0,31.0,5.0,48.0,1100.0,16.0,-5.0,1026.2,-17.8,0.0,W,1.1,Changping
7666,2014,1,14,9,45.0,45.0,5.0,58.0,1600.0,11.0,-2.8,1026.3,-18.0,0.0,SW,0.8,Changping
7667,2014,1,14,10,115.0,141.0,5.0,86.0,700.0,11.0,-0.8,1026.1,-17.5,0.0,S,1.7,Changping
7668,2014,1,14,11,115.0,192.0,5.0,96.0,700.0,10.0,1.1,1024.8,-16.8,0.0,S,1.7,Changping
7669,2014,1,14,12,92.88176191405617,187.0,5.0,96.0,700.0,9.0,2.2,1023.7,-17.9,0.0,SSE,1.2,Changping
7670,2014,1,14,13,60.63582506217309,187.0,5.0,78.0,2469.1089859777885,22.0,3.0,1023.1,-18.4,0.0,SSE,2.5,Changping
7671,2014,1,14,14,23.456916567915258,207.499359095273,5.0,71.0,1900.0,28.126852979859244,3.1,1023.1,-19.7,0.0,SE,1.8,Changping
7672,2014,1,14,15,12.513399172669416,239.7846355439271,5.0,66.0,1600.0,30.0,2.9,1022.9,-18.5,0.0,SSE,1.6,Changping
7673,2014,1,14,16,33.0,226.0,5.0,56.0,1000.0,30.0,1.3,1023.2,-14.4,0.0,S,1.7,Changping
7674,2014,1,14,17,82.0,181.0,5.0,92.0,1900.0,10.0,0.2,1023.4,-13.8,0.0,ESE,1.2,Changping
7675,2014,1,14,18,132.0,222.0,5.0,109.0,2500.0,6.0,-0.9,1023.7,-13.8,0.0,N,0.8,Changping
7676,2014,1,14,19,137.0,213.0,5.0,106.0,2700.0,7.0,-2.2,1024.1,-15.0,0.0,ENE,0.9,Changping
7677,2014,1,14,20,164.0,214.0,5.0,102.0,700.0,8.0,-3.2,1024.3,-16.5,0.0,E,0.6,Changping
7678,2014,1,14,21,110.0,156.0,5.0,89.0,2500.0,6.0,-4.4,1024.5,-16.9,0.0,NW,1.5,Changping
7679,2014,1,14,22,110.0,156.0,5.0,90.0,2500.0,6.0,-5.4,1024.4,-16.6,0.0,NNE,0.7,Changping
7680,2014,1,14,23,92.0,125.0,5.0,84.0,2200.0,6.0,-5.2,1024.3,-17.0,0.0,NNE,0.7,Changping
7681,2014,1,15,0,89.0,115.0,5.0,78.0,2000.0,7.0,-6.1,1024.3,-18.1,0.0,N,1.0,Changping
7682,2014,1,15,1,75.0,101.0,5.0,71.0,1800.0,6.0,-6.6,1024.1,-18.3,0.0,NW,1.3,Changping
7683,2014,1,15,2,68.0,97.0,5.0,64.0,1600.0,6.0,-7.8,1024.2,-18.0,0.0,NW,1.2,Changping
7684,2014,1,15,3,108.0,144.0,5.0,77.0,700.0,9.0,-7.8,1023.7,-17.2,0.0,NNE,0.6,Changping
7685,2014,1,15,4,118.0,150.0,5.0,77.0,700.0,9.0,-8.7,1023.1,-17.3,0.0,NW,1.1,Changping
7686,2014,1,15,5,131.0,172.0,5.0,85.0,700.0,9.0,-9.0,1023.0,-17.3,0.0,WSW,0.7,Changping
7687,2014,1,15,6,152.0,202.0,5.0,94.0,700.0,9.0,-8.7,1023.2,-17.0,0.0,NW,1.0,Changping
7688,2014,1,15,7,172.0,210.0,5.0,100.0,700.0,9.0,-8.7,1023.5,-17.3,0.0,NE,0.5,Changping
7689,2014,1,15,8,147.0,186.0,5.0,91.0,700.0,6.0,-5.5,1024.0,-15.1,0.0,NW,0.5,Changping
7690,2014,1,15,9,173.0,223.0,5.0,109.0,700.0,7.0,-1.6,1023.8,-14.8,0.0,SSW,1.3,Changping
7691,2014,1,15,10,216.0,275.0,5.0,36.0,700.0,7.0,-0.4,1023.3,-15.9,0.0,SE,2.1,Changping
7692,2014,1,15,11,204.0,240.0,5.0,36.0,700.0,7.0,1.3,1022.4,-15.3,0.0,SSE,1.8,Changping
7693,2014,1,15,12,219.0,276.0,5.0,36.0,700.0,10.0,2.5,1020.8,-16.1,0.0,E,1.8,Changping
7694,2014,1,15,13,189.0,212.0,5.0,117.0,700.0,14.0,3.9,1019.7,-16.5,0.0,SSE,1.6,Changping
7695,2014,1,15,14,151.0,167.0,5.0,103.0,700.0,16.0,4.1,1019.5,-16.9,0.0,SSE,1.2,Changping
7696,2014,1,15,15,121.0,138.0,5.0,86.0,1900.0,17.0,3.8,1019.2,-17.2,0.0,ESE,1.8,Changping
7697,2014,1,15,16,94.0,114.0,5.0,81.0,1500.0,14.0,2.4,1019.1,-17.2,0.0,ENE,0.6,Changping
7698,2014,1,15,17,81.0,108.0,5.0,78.0,1200.0,13.0,0.5,1019.4,-17.3,0.0,NNW,1.3,Changping
7699,2014,1,15,18,83.0,91.0,5.0,81.0,1300.0,8.0,-0.3,1019.3,-17.5,0.0,N,1.2,Changping
7700,2014,1,15,19,115.0,119.0,5.0,85.0,2300.0,10.0,-1.1,1019.0,-16.9,0.0,ESE,0.3,Changping
7701,2014,1,15,20,100.0,109.0,5.0,85.0,1900.0,8.0,-0.7,1019.1,-17.0,0.0,NNE,0.7,Changping
7702,2014,1,15,21,99.0,119.0,5.0,85.0,2100.0,8.0,0.1,1018.4,-14.7,0.0,E,1.5,Changping
7703,2014,1,15,22,130.0,152.0,5.0,89.0,2600.0,10.0,-0.3,1019.0,-13.6,0.0,E,0.6,Changping
7704,2014,1,15,23,43.0,69.0,5.0,115.0,700.0,9.0,-1.6,1018.3,-15.8,0.0,ENE,0.8,Changping
7705,2014,1,16,0,43.0,69.0,5.0,36.0,700.0,8.0,-1.3,1018.2,-14.8,0.0,W,1.3,Changping
7706,2014,1,16,1,43.0,69.0,5.0,36.0,700.0,10.0,-2.0,1018.1,-13.8,0.0,W,1.0,Changping
7707,2014,1,16,2,43.0,69.0,5.0,36.0,700.0,10.0,-2.4,1017.9,-13.6,0.0,WNW,1.1,Changping
7708,2014,1,16,3,43.0,69.0,5.0,36.0,700.0,8.0,-2.9,1017.3,-13.8,0.0,NW,1.2,Changping
7709,2014,1,16,4,43.0,69.0,5.0,36.0,700.0,8.0,-3.8,1017.3,-13.8,0.0,N,0.8,Changping
7710,2014,1,16,5,43.0,69.0,5.0,36.0,700.0,8.0,-3.7,1017.6,-14.5,0.0,NNE,0.6,Changping
7711,2014,1,16,6,43.0,263.0,5.0,115.0,700.0,7.0,-4.7,1018.0,-14.1,0.0,NE,1.1,Changping
7712,2014,1,16,7,43.0,245.0,5.0,111.0,700.0,8.0,-4.3,1018.5,-13.4,0.0,NNE,1.1,Changping
7713,2014,1,16,8,43.0,254.0,5.0,109.0,700.0,7.0,-4.3,1019.1,-13.2,0.0,N,1.3,Changping
7714,2014,1,16,9,43.0,69.0,5.0,109.0,700.0,8.0,-0.7,1019.1,-12.7,0.0,SW,1.2,Changping
7715,2014,1,16,10,43.0,69.0,5.0,110.0,700.0,13.0,1.2,1018.8,-12.3,0.0,S,1.8,Changping
7716,2014,1,16,11,43.0,69.0,5.0,36.0,700.0,14.0,5.0,1017.5,-20.4,0.0,W,1.4,Changping
7717,2014,1,16,12,43.0,69.0,5.0,99.0,700.0,21.0,6.2,1016.9,-20.3,0.0,WNW,1.4,Changping
7718,2014,1,16,13,28.0,39.0,36.0,34.0,700.0,39.0,7.1,1016.7,-20.5,0.0,WNW,2.9,Changping
7719,2014,1,16,14,26.0,27.0,30.0,28.0,400.0,45.0,7.4,1016.9,-20.2,0.0,NW,2.4,Changping
7720,2014,1,16,15,26.0,32.0,29.0,29.0,300.0,47.0,5.3,1017.3,-11.3,0.0,E,3.2,Changping
7721,2014,1,16,16,79.0,108.0,5.0,49.0,1000.0,42.0,3.5,1018.1,-12.9,0.0,ESE,2.6,Changping
7722,2014,1,16,17,43.0,264.0,5.0,87.0,2300.0,26.0,2.7,1019.1,-14.0,0.0,E,0.9,Changping
7723,2014,1,16,18,189.0,190.0,5.0,91.0,2000.0,13.0,0.2,1019.6,-14.6,0.0,N,0.8,Changping
7724,2014,1,16,19,176.0,175.0,5.0,94.0,2200.0,8.0,0.5,1020.4,-9.0,0.0,E,1.6,Changping
7725,2014,1,16,20,223.0,241.0,5.0,98.0,700.0,8.0,0.4,1021.1,-5.0,0.0,E,1.2,Changping
7726,2014,1,16,21,43.0,69.0,5.0,112.0,700.0,5.0,0.2,1021.4,-4.3,0.0,ENE,1.0,Changping
7727,2014,1,16,22,43.0,69.0,5.0,114.0,700.0,4.0,0.5,1021.5,-3.6,0.0,E,1.2,Changping
7728,2014,1,16,23,43.0,69.0,5.0,108.0,700.0,4.0,0.2,1021.5,-3.2,0.0,ESE,2.2,Changping
7729,2014,1,17,0,43.0,69.0,5.0,101.0,700.0,4.0,-0.4,1021.2,-3.3,0.0,ESE,2.5,Changping
7730,2014,1,17,1,43.0,69.0,5.0,100.0,700.0,5.0,-0.6,1021.5,-3.5,0.0,E,1.9,Changping
7731,2014,1,17,2,43.0,69.0,5.0,91.0,700.0,4.0,-0.8,1021.5,-3.7,0.0,ESE,2.3,Changping
7732,2014,1,17,3,43.0,251.0,5.0,84.0,700.0,4.0,-1.3,1021.3,-4.0,0.0,E,3.0,Changping
7733,2014,1,17,4,43.0,269.0,5.0,83.0,700.0,5.0,-1.4,1021.2,-4.7,0.0,ESE,2.7,Changping
7734,2014,1,17,5,43.0,224.0,5.0,75.0,700.0,5.0,-1.9,1021.5,-6.3,0.0,ESE,2.1,Changping
7735,2014,1,17,6,184.0,131.0,5.0,67.0,2400.0,5.0,-2.0,1021.9,-8.3,0.0,SE,1.9,Changping
7736,2014,1,17,7,184.0,131.0,5.0,67.0,2400.0,8.863764019024295,-2.2,1022.4,-9.1,0.0,ESE,1.9,Changping
7737,2014,1,17,8,85.0,47.0,5.0,47.0,1100.0,13.0,-2.2,1023.1,-8.9,0.0,SSW,1.0,Changping
7738,2014,1,17,9,81.0,51.0,5.0,48.0,1100.0,14.0,-1.0,1023.2,-8.7,0.0,WNW,0.6,Changping
7739,2014,1,17,10,83.0,61.0,5.0,48.0,1200.0,16.0,0.8,1022.8,-8.7,0.0,W,0.7,Changping
7740,2014,1,17,11,112.0,91.0,5.0,58.0,1500.0,17.0,3.3,1021.8,-15.4,0.0,WNW,1.4,Changping
7741,2014,1,17,12,105.0,89.0,5.0,56.0,1400.0,27.0,3.7,1021.3,-16.7,0.0,WNW,1.4,Changping
7742,2014,1,17,13,27.0,57.0,25.0,21.0,300.0,53.0,4.1,1020.6,-16.9,0.0,WNW,1.4,Changping
7743,2014,1,17,14,16.0,62.0,22.0,22.0,300.0,55.0,4.4,1020.4,-17.3,0.0,WNW,4.2,Changping
7744,2014,1,17,15,17.0,82.0,22.0,23.0,200.0,54.0,4.4,1020.6,-17.9,0.0,W,1.4,Changping
7745,2014,1,17,16,14.0,46.0,17.0,28.0,200.0,48.0,3.7,1020.9,-18.5,0.0,W,2.9,Changping
7746,2014,1,17,17,15.0,44.0,23.0,36.0,300.0,37.0,3.3,1021.4,-18.8,0.0,W,2.2,Changping
7747,2014,1,17,18,23.0,39.0,29.0,46.0,600.0,27.0,2.6,1021.9,-18.2,0.0,NNE,0.7,Changping
7748,2014,1,17,19,32.0,42.0,37.0,56.0,800.0,19.0,0.0,1022.3,-17.7,0.0,NNE,0.5,Changping
7749,2014,1,17,20,42.0,47.0,39.0,64.0,1200.0,12.0,0.2,1022.7,-18.0,0.0,WNW,1.7,Changping
7750,2014,1,17,21,33.0,38.0,30.0,59.0,1000.0,9.0,-0.5,1022.9,-18.2,0.0,WNW,1.2,Changping
7751,2014,1,17,22,31.0,32.0,29.0,52.0,800.0,15.0,-0.4,1023.2,-17.6,0.0,NNW,1.0,Changping
7752,2014,1,17,23,33.0,39.0,28.0,50.0,1000.0,19.0,1.3,1023.1,-17.6,0.0,NNE,2.6,Changping
7753,2014,1,18,0,20.0,24.0,18.0,23.0,400.0,43.0,0.8,1023.3,-17.5,0.0,NNE,1.9,Changping
7754,2014,1,18,1,12.0,18.0,21.0,19.0,300.0,47.0,0.5,1023.7,-16.8,0.0,NNE,2.2,Changping
7755,2014,1,18,2,12.0,17.0,30.0,24.0,300.0,41.0,0.1,1024.3,-17.2,0.0,N,2.8,Changping
7756,2014,1,18,3,14.0,25.0,5.0,27.0,500.0,37.0,-0.7,1024.0,-17.0,0.0,NNW,1.7,Changping
7757,2014,1,18,4,13.0,19.0,5.0,30.238739118038428,500.0,31.0,-1.0,1023.9,-17.3,0.0,N,1.8,Changping
7758,2014,1,18,5,19.0,22.0,5.0,34.0,700.0,25.0,-0.5,1024.3,-17.7,0.0,NE,2.6,Changping
7759,2014,1,18,6,22.0,25.0,5.0,38.0,600.0,22.0,-0.7,1024.6,-17.9,0.0,NE,2.6,Changping
7760,2014,1,18,7,19.0,29.0,5.0,41.0,600.0,20.0,-0.1,1025.2,-18.3,0.0,N,1.8,Changping
7761,2014,1,18,8,21.0,29.0,41.0,37.0,700.0,24.0,0.8,1025.7,-18.0,0.0,N,2.5,Changping
7762,2014,1,18,9,24.0,39.0,5.0,37.0,800.0,26.0,3.5,1025.6,-18.7,0.0,NE,3.4,Changping
7763,2014,1,18,10,26.0,42.0,5.0,36.0,800.0,30.0,5.5,1025.2,-17.0,0.0,SSW,2.1,Changping
7764,2014,1,18,11,25.0,32.0,5.0,32.0,600.0,37.0,6.4,1024.0,-18.4,0.0,NW,1.8,Changping
7765,2014,1,18,12,25.0,39.0,5.0,32.0,700.0,42.0,7.1,1023.0,-17.9,0.0,S,3.4,Changping
7766,2014,1,18,13,29.0,33.0,5.0,29.0,500.0,46.0,7.0,1022.1,-17.9,0.0,SE,3.8,Changping
7767,2014,1,18,14,31.0,51.0,5.0,37.0,600.0,41.0,6.1,1022.1,-13.5,0.0,SE,2.2,Changping
7768,2014,1,18,15,77.0,119.0,5.0,72.0,1400.0,38.0,4.8,1021.7,-14.1,0.0,SSE,2.6,Changping
7769,2014,1,18,16,124.0,145.0,5.0,85.0,1700.0,35.0,4.0,1021.6,-12.5,0.0,ESE,1.5,Changping
7770,2014,1,18,17,128.0,155.0,5.0,90.0,1900.0,22.0,3.4,1021.8,-13.4,0.0,ESE,1.7,Changping
7771,2014,1,18,18,127.0,148.0,5.0,82.0,1600.0,22.0,2.6,1021.9,-13.3,0.0,ESE,1.3,Changping
7772,2014,1,18,19,93.0,99.0,41.0,69.0,1300.0,18.0,2.0,1021.6,-12.6,0.0,ESE,0.9,Changping
7773,2014,1,18,20,109.0,107.0,42.0,73.0,1500.0,19.0,2.1,1021.9,-12.5,0.0,ESE,2.3,Changping
7774,2014,1,18,21,117.0,122.0,5.0,90.0,1900.0,6.0,1.6,1021.6,-13.0,0.0,E,2.1,Changping
7775,2014,1,18,22,134.0,143.0,5.0,94.0,2300.0,6.0,0.1,1021.1,-12.2,0.0,E,3.5,Changping
7776,2014,1,18,23,153.0,161.0,5.0,97.0,700.0,7.0,-1.1,1020.6,-11.5,0.0,E,2.8,Changping
7777,2014,1,19,0,158.0,183.0,5.0,93.0,700.0,7.0,-1.4,1020.2,-10.2,0.0,ESE,2.5,Changping
7778,2014,1,19,1,126.0,134.0,5.0,87.0,700.0,6.0,-1.2,1020.4,-9.3,0.0,ENE,1.8,Changping
7779,2014,1,19,2,124.0,129.0,5.0,88.0,2700.0,7.0,-1.6,1019.1,-8.6,0.0,E,2.0,Changping
7780,2014,1,19,3,104.0,103.0,5.0,80.0,2300.0,6.0,-1.7,1017.9,-8.2,0.0,ENE,1.4,Changping
7781,2014,1,19,4,92.0,86.0,5.0,73.0,2100.0,4.0,-2.2,1017.8,-9.6,0.0,WSW,0.8,Changping
7782,2014,1,19,5,85.0,86.0,5.0,71.0,2200.0,4.0,-2.5,1016.7,-10.1,0.0,WNW,1.1,Changping
7783,2014,1,19,6,83.0,86.0,5.0,71.0,2300.0,3.0,-2.6,1016.6,-10.2,0.0,NW,0.7,Changping
7784,2014,1,19,7,112.0,123.0,5.0,82.0,700.0,7.0,-2.5,1016.6,-9.9,0.0,WNW,0.7,Changping
7785,2014,1,19,8,143.0,155.0,5.0,86.0,700.0,5.0,-2.3,1016.4,-9.7,0.0,NW,1.2,Changping
7786,2014,1,19,9,151.0,162.0,5.0,88.0,700.0,6.0,-2.0,1016.1,-9.4,0.0,NNW,0.6,Changping
7787,2014,1,19,10,144.0,159.0,5.0,88.0,700.0,7.0,-1.1,1015.0,-9.0,0.0,SW,1.6,Changping
7788,2014,1,19,11,137.0,145.0,5.0,85.0,700.0,8.0,0.4,1013.6,-8.6,0.0,S,1.3,Changping
7789,2014,1,19,12,167.0,180.0,5.0,87.0,700.0,14.0,1.8,1011.8,-8.3,0.0,SSE,1.5,Changping
7790,2014,1,19,13,186.0,193.0,5.0,91.0,700.0,14.0,3.2,1010.7,-8.5,0.0,S,1.8,Changping
7791,2014,1,19,14,178.0,187.0,5.0,88.0,700.0,16.0,4.4,1010.6,-9.0,0.0,SSE,1.0,Changping
7792,2014,1,19,15,173.0,200.0,5.0,96.0,700.0,14.0,3.9,1010.8,-7.3,0.0,E,2.3,Changping
7793,2014,1,19,16,183.0,222.0,5.0,104.0,700.0,9.0,6.3,1011.8,-15.7,0.0,NW,4.0,Changping
7794,2014,1,19,17,198.0,231.0,5.0,106.0,700.0,8.0,5.1,1012.9,-18.7,0.0,WNW,1.4,Changping
7795,2014,1,19,18,58.0,225.0,11.0,25.0,500.0,53.0,3.6,1014.6,-17.3,0.0,WNW,3.5,Changping
7796,2014,1,19,19,23.0,69.0,9.0,29.0,300.0,50.0,2.1,1016.2,-18.0,0.0,W,3.4,Changping
7797,2014,1,19,20,26.0,69.0,13.0,29.0,300.0,46.0,1.5,1016.7,-18.0,0.0,NW,1.4,Changping
7798,2014,1,19,21,19.0,239.0,8.0,16.0,200.0,57.0,0.9,1016.4,-18.5,0.0,NW,4.1,Changping
7799,2014,1,19,22,19.0,269.0,6.0,9.0,200.0,64.0,0.7,1016.4,-18.6,0.0,WNW,1.4,Changping
7800,2014,1,19,23,14.0,205.0,6.0,11.0,200.0,64.0,0.3,1016.2,-19.0,0.0,WNW,3.2,Changping
7801,2014,1,20,0,13.0,143.0,6.0,8.0,200.0,65.0,-0.3,1016.7,-19.0,0.0,NW,1.4,Changping
7802,2014,1,20,1,11.0,89.0,5.0,7.0,300.0,64.0,-0.8,1017.6,-18.4,0.0,NW,3.4,Changping
7803,2014,1,20,2,11.0,70.0,4.0,9.0,300.0,61.0,-1.4,1017.9,-19.4,0.0,NW,4.1,Changping
7804,2014,1,20,3,6.0,39.0,3.0,8.0,300.0,60.0,-2.0,1018.2,-19.5,0.0,WNW,1.6,Changping
7805,2014,1,20,4,6.0,19.0,3.0,10.0,300.0,59.0,-2.6,1018.2,-18.6,0.0,WNW,2.8,Changping
7806,2014,1,20,5,4.0,16.0,10.0,21.0,400.0,48.0,-2.3,1018.5,-18.4,0.0,NW,4.2,Changping
7807,2014,1,20,6,8.0,16.0,10.0,20.0,400.0,49.0,-3.0,1019.3,-18.2,0.0,NW,2.0,Changping
7808,2014,1,20,7,8.0,23.0,13.0,20.0,400.0,50.0,-3.1,1020.2,-18.3,0.0,NW,1.9,Changping
7809,2014,1,20,8,17.0,31.0,15.0,29.0,600.0,41.0,-1.8,1020.7,-18.8,0.0,WNW,1.4,Changping
7810,2014,1,20,9,15.0,34.0,16.0,25.0,600.0,45.0,-0.6,1021.0,-19.2,0.0,WNW,2.8,Changping
7811,2014,1,20,10,12.0,26.0,11.0,17.0,500.0,51.0,0.1,1021.0,-18.6,0.0,W,1.4,Changping
7812,2014,1,20,11,11.0,29.0,13.0,20.0,500.0,50.0,0.6,1020.6,-18.2,0.0,W,1.4,Changping
7813,2014,1,20,12,15.0,46.0,14.0,19.0,500.0,52.0,1.4,1020.1,-18.1,0.0,WNW,1.4,Changping
7814,2014,1,20,13,17.0,50.0,14.0,18.0,400.0,54.0,2.1,1019.9,-18.0,0.0,WNW,1.4,Changping
7815,2014,1,20,14,14.0,50.0,12.0,17.0,300.0,54.0,2.2,1020.2,-18.5,0.0,W,1.4,Changping
7816,2014,1,20,15,9.0,37.0,8.0,17.0,300.0,54.0,2.7,1021.0,-18.7,0.0,WNW,3.1,Changping
7817,2014,1,20,16,10.0,46.0,6.0,21.0,300.0,50.0,1.4,1021.7,-19.8,0.0,N,2.4,Changping
7818,2014,1,20,17,11.0,26.0,5.0,24.0,200.0,49.0,0.1,1022.8,-19.2,0.0,NE,3.2,Changping
7819,2014,1,20,18,13.0,24.0,5.0,31.0,300.0,40.0,-0.7,1023.5,-18.8,0.0,NNW,2.2,Changping
7820,2014,1,20,19,13.0,18.0,5.0,22.0,400.0,51.0,-0.5,1024.1,-19.1,0.0,NNW,2.9,Changping
7821,2014,1,20,20,10.0,13.0,17.0,21.0,400.0,52.0,-1.0,1024.5,-19.1,0.0,NNW,3.1,Changping
7822,2014,1,20,21,12.0,11.0,23.0,17.0,400.0,53.0,-1.3,1024.6,-19.3,0.0,N,2.5,Changping
7823,2014,1,20,22,10.0,12.0,5.0,19.0,500.0,50.0,-1.8,1025.1,-19.8,0.0,NNE,0.8,Changping
7824,2014,1,20,23,14.0,12.0,5.0,19.0,500.0,48.0,-2.5,1025.1,-19.9,0.0,N,1.4,Changping
7825,2014,1,21,0,12.0,8.0,11.0,7.0,400.0,60.0,-2.6,1025.2,-19.5,0.0,NNE,1.2,Changping
7826,2014,1,21,1,16.0,11.0,27.0,14.0,500.0,50.0,-3.4,1025.3,-19.8,0.0,NNW,3.1,Changping
7827,2014,1,21,2,17.0,16.0,16.0,18.0,500.0,43.0,-4.1,1025.6,-19.5,0.0,NNW,1.5,Changping
7828,2014,1,21,3,18.0,22.0,25.0,29.0,500.0,32.0,-5.7,1025.6,-19.4,0.0,SE,0.9,Changping
7829,2014,1,21,4,19.0,24.0,31.0,38.618641481651295,600.0,26.0,-4.6,1025.5,-19.6,0.0,ENE,1.8,Changping
7830,2014,1,21,5,20.0,26.0,5.0,42.0,600.0,19.0,-4.3,1025.4,-20.1,0.0,N,2.1,Changping
7831,2014,1,21,6,22.0,24.0,5.0,38.0,700.0,22.0,-4.4,1025.4,-19.8,0.0,NNW,3.3,Changping
7832,2014,1,21,7,23.0,24.0,5.0,36.0,700.0,26.0,-4.2,1025.8,-20.0,0.0,N,2.3,Changping
7833,2014,1,21,8,15.0,22.0,5.0,30.0,700.0,32.0,-2.9,1025.9,-19.8,0.0,NNW,2.3,Changping
7834,2014,1,21,9,19.0,28.0,5.0,30.0,700.0,32.0,0.1,1025.6,-20.3,0.0,NW,3.9,Changping
7835,2014,1,21,10,19.0,24.0,5.0,30.0,700.0,33.0,1.6,1024.8,-20.9,0.0,NW,2.8,Changping
7836,2014,1,21,11,17.0,13.0,35.0,21.0,500.0,46.0,2.2,1023.3,-21.1,0.0,NW,1.4,Changping
7837,2014,1,21,12,17.0,14.0,26.0,16.0,400.0,57.208221942213996,3.6,1021.7,-20.7,0.0,SSW,2.4,Changping
7838,2014,1,21,13,18.0,17.0,21.0,16.0,300.0,63.27648302579747,4.1,1020.7,-20.3,0.0,SSW,3.3,Changping
7839,2014,1,21,14,18.0,18.0,18.0,18.0,500.0,60.0,3.8,1020.2,-19.8,0.0,SSW,2.7,Changping
7840,2014,1,21,15,20.0,20.0,24.0,32.0,900.0,48.0,3.3,1019.9,-19.5,0.0,S,3.0,Changping
7841,2014,1,21,16,50.0,91.0,5.0,52.0,1000.0,38.0,2.5,1019.5,-19.5,0.0,SSE,2.3,Changping
7842,2014,1,21,17,55.0,74.0,5.0,54.0,900.0,43.0,1.5,1019.5,-19.1,0.0,SSE,0.9,Changping
7843,2014,1,21,18,63.0,86.0,42.0,59.0,1100.0,35.0,-0.9,1019.3,-19.0,0.0,N,1.4,Changping
7844,2014,1,21,19,74.0,95.0,5.0,80.0,1400.0,13.0,-1.9,1019.0,-18.9,0.0,NNE,0.5,Changping
7845,2014,1,21,20,99.0,104.0,5.0,79.0,1900.0,12.0,-2.3,1018.7,-19.3,0.0,N,0.5,Changping
7846,2014,1,21,21,74.0,80.0,5.0,57.0,1500.0,21.0,-3.3,1018.4,-19.3,0.0,NNW,1.8,Changping
7847,2014,1,21,22,73.0,77.0,5.0,55.0,1400.0,22.0,-3.8,1017.9,-19.3,0.0,NNW,1.2,Changping
7848,2014,1,21,23,74.0,75.0,5.0,47.0,1500.0,27.0,-4.8,1017.8,-19.4,0.0,N,2.0,Changping
7849,2014,1,22,0,72.0,72.0,41.0,43.0,1400.0,27.0,-5.0,1017.4,-19.2,0.0,NNW,1.5,Changping
7850,2014,1,22,1,70.0,70.0,38.0,39.0,1500.0,28.0,-6.0,1017.1,-19.4,0.0,NNE,0.9,Changping
7851,2014,1,22,2,69.0,69.0,5.0,44.0,1400.0,23.0,-5.7,1016.7,-19.4,0.0,NNW,1.5,Changping
7852,2014,1,22,3,63.0,63.0,37.0,44.0,1400.0,22.0,-6.8,1016.1,-19.1,0.0,N,1.4,Changping
7853,2014,1,22,4,56.0,57.0,38.0,38.0,1400.0,26.0,-7.0,1015.7,-19.3,0.0,NW,1.8,Changping
7854,2014,1,22,5,60.0,62.0,5.0,56.0,1800.0,11.0,-7.7,1015.6,-19.0,0.0,S,1.0,Changping
7855,2014,1,22,6,63.0,73.0,41.0,61.0,2000.0,5.0,-7.9,1015.8,-18.9,0.0,NW,1.1,Changping
7856,2014,1,22,7,74.0,74.0,40.0,55.0,2100.0,8.0,-8.1,1016.1,-18.2,0.0,ESE,0.5,Changping
7857,2014,1,22,8,128.0,144.0,5.0,86.0,700.0,7.0,-6.0,1016.2,-17.2,0.0,ENE,0.2,Changping
7858,2014,1,22,9,126.0,131.0,5.0,77.0,700.0,4.0,-3.0,1016.1,-17.8,0.0,NW,0.8,Changping
7859,2014,1,22,10,170.0,193.0,5.0,100.0,700.0,6.0,-0.2,1015.6,-17.9,0.0,WSW,1.0,Changping
7860,2014,1,22,11,136.0,148.0,5.0,90.0,700.0,8.0,1.9,1014.7,-18.2,0.0,WSW,1.0,Changping
7861,2014,1,22,12,122.0,135.0,5.0,85.0,2600.0,15.0,3.8,1013.1,-17.8,0.0,SE,1.7,Changping
7862,2014,1,22,13,108.0,115.0,5.0,77.0,1900.0,19.0,4.4,1011.9,-17.9,0.0,NE,1.3,Changping
7863,2014,1,22,14,111.0,116.0,5.0,78.0,1800.0,24.0,5.0,1011.8,-17.4,0.0,S,1.1,Changping
7864,2014,1,22,15,123.0,131.0,5.0,74.0,1600.0,32.0,4.5,1011.7,-17.8,0.0,S,1.4,Changping
7865,2014,1,22,16,113.0,120.0,5.0,69.0,1300.0,34.0,3.5,1011.8,-17.4,0.0,ENE,1.2,Changping
